"Bug ID","Component","Assignee","Summary","Number of Comments","Votes","Depends on","Classification","Blocks","Hardware","Iteration","Keywords"
1077451,"Developer Tools: Profiler","jsantell@mozilla.com","Show Profiler Call Tree in new Performance Tool",11,0,"1077447, 1101235","Client Software","1075567, 1077454, 1077455, 1077458, 1077459, 1077461","x86","---",
1077455,"Developer Tools: Profiler","jsantell@mozilla.com","Syncing overview (timeline) with details (profiler) view in new performance tool",7,0,"1077449, 1077451","Client Software","1075567, 1105014","x86","---",
1078539,"General","jsantell@mozilla.com","Add a doorhanger notification for beta users using devtools to promote dev-browser",135,0,1080015,"Client Software","1054353, 1105532","x86","---",
1083881,"Developer Tools: Web Audio Editor","jsantell@mozilla.com","AudioNodeActor `connect` method for AudioParams",4,0,,"Client Software","1068273, 1074158, 1082692","x86","---",
1097156,"Developer Tools: Framework","jsantell@mozilla.com","Link to customize mode from devtools theme options in devedition",16,0,,"Client Software",1102308,"All","---",
1104973,"Developer Tools: Profiler","jsantell@mozilla.com","[new performance] fix browser_perf-data-samples.js",5,0,,"Client Software",1075567,"x86","---",
1031261,"Developer Tools","jseward@acm.org","Remove fixed timeout in test_profiler_actor.js",7,0,,"Client Software",1022583,"x86_64","---",
896256,"Developer Tools: Graphic Commandline and Toolbar","jwalker@mozilla.com","GCLI: fix hard-coded Firefox and en-US link in cmdSetdirManual",10,0,,"Client Software","767587, 1020222","All","---",
903418,"Developer Tools: Graphic Commandline and Toolbar","jwalker@mozilla.com","console: |help media reset| shows manual string/text for |help media emulate|",5,0,,"Client Software",1020222,"x86","---",
975522,"Developer Tools","jwalker@mozilla.com","Display CSS Coverage analysis information",69,1,1007006,"Client Software","1013886, 1013896, 1013897, 1016330","All","---","dev-doc-complete"
989752,"Developer Tools: Graphic Commandline and Toolbar","jwalker@mozilla.com","[l10n] Intro text for help command in GCLI remains in English in localized builds",7,0,,"Client Software",1020222,"All","---","late-l10n"
992309,"Developer Tools: Graphic Commandline and Toolbar","jwalker@mozilla.com","GCLI should use toolkit promises not sdk promises",9,0,1096961,"Client Software",,"All","---",
1003761,"Developer Tools: Graphic Commandline and Toolbar","jwalker@mozilla.com","Cannot edit a cookie or remove breakpoints via devtoolbar (TypeError: arg.text.toLowerCase is not a function)",14,0,,"Client Software",,"x86","---",
1007006,"Developer Tools","jwalker@mozilla.com","GCLI should allow commands to be generators",8,0,,"Client Software",975522,"All","---",
1013887,"Developer Tools","jwalker@mozilla.com","CSS coverage should look nicer",18,0,,"Client Software","1013886, 1016820","All","---",
1013896,"Developer Tools: Style Editor","jwalker@mozilla.com","CSS coverage should use correct line numbers for marking up inline style sheets",4,0,975522,"Client Software",1013886,"All","---",
1013897,"Developer Tools: Style Editor","jwalker@mozilla.com","CSS coverage should allow generation of more than 1 report for a target",4,0,975522,"Client Software",1013886,"All","---",
1013909,"Developer Tools","jwalker@mozilla.com","CSS Coverage should be smarter in its handling of compressed style sheets",13,0,,"Client Software",1013886,"All","---",
1014223,"Developer Tools: Style Editor","jwalker@mozilla.com","CSS coverage should not use the same identifier for <style> elements in the same HTML document",14,0,,"Client Software",1013886,"All","---",
1016285,"Developer Tools: Style Editor","jwalker@mozilla.com","CSS coverage needs more unit tests",6,0,,"Client Software",1013886,"All","---",
1016330,"Developer Tools","jwalker@mozilla.com","[css coverage] make it work with B2G",13,0,975522,"Client Software",1013886,"x86_64","---",
1016820,"Developer Tools","jwalker@mozilla.com","CSS coverage: rename csscoverage.noMatch to reflect new content",13,0,1013887,"Client Software",,"All","---",
1020222,"Developer Tools: Graphic Commandline and Toolbar","jwalker@mozilla.com","Fix several GCLI l10n errors",6,0,"775864, 880155, 896256, 903418, 989752","Client Software",,"All","---",
1022587,"Developer Tools: Style Editor","jwalker@mozilla.com","Kill reference to this._tabActor.browser in CSS Coverage",7,0,,"Client Software",1013886,"All","---",
1023233,"Developer Tools: Graphic Commandline and Toolbar","jwalker@mozilla.com","GCLI help command is erroring",17,0,,"Client Software",,"All","---",
1023943,"Developer Tools","jwalker@mozilla.com","Wrong tooltip for command ""csscoverage oneshot""",4,0,,"Client Software",1013886,"All","---",
1025017,"Developer Tools: Graphic Commandline and Toolbar","jwalker@mozilla.com","Fix l10n issues with the GCLI help command and sync with web GCLI",4,0,,"Client Software",,"All","---",
1025044,"Developer Tools: Style Editor","jwalker@mozilla.com","CSS coverage actor should have started and stopped events",12,0,,"Client Software","1013886, 1016288","All","---",
1028234,"Developer Tools: Graphic Commandline and Toolbar","jwalker@mozilla.com","Allow command buttons to use target to define the current target rather than tab",10,0,,"Client Software",,"All","---",
1028252,"Developer Tools: Graphic Commandline and Toolbar","jwalker@mozilla.com","Allow toolbox command buttons to be text-only",16,0,,"Client Software",,"All","---",
1032789,"Developer Tools","jwalker@mozilla.com","GCLI should pull together the various plugin points into a 'system' so we know what needs what",6,0,,"Client Software",1032785,"All","---",
1034181,"Developer Tools: Style Editor","jwalker@mozilla.com","[css coverage] UsageReportActor should be called CSSUsageActor or similar so it doesn't get mixed up with JS coverage",6,0,,"Client Software",1013886,"All","---",
1035296,"Developer Tools: Style Editor","jwalker@mozilla.com","Make protocol.js pass error messages for unknownErrors",16,0,1038279,"Client Software",1013886,"All","---",
1035300,"Developer Tools: Style Editor","jwalker@mozilla.com","css coverage report shows incorrect data when run with oneshot",6,0,,"Client Software",1013886,"All","---",
1036449,"Developer Tools: Style Editor","jwalker@mozilla.com","CSS Coverage start should begin with a page refresh",9,0,,"Client Software",,"All","---",
1038279,"Developer Tools: Inspector","jwalker@mozilla.com","Lots of mochitest-dt logspam from a recent fx-team push",17,0,,"Client Software","920191, 1035296","All","---",
1013911,"Theme","jwatt@jwatt.org","Reduce the memory used by tab-selected-start.svg and tab-selected-end.svg",8,0,,"Client Software",,"All","---",
1050774,"Developer Tools: Timeline","kvijayan@mozilla.com","[timeline] record script execution",52,0,,"Client Software",1050372,"x86_64","---",
1103991,"Build Config","l10n@mozilla.com","Stop building and shipping builds for Kurdish",11,0,,"Client Software","1098453, 1104033, 1105224","All","---",
1012447,"Build Config","landry@openbsd.org","Allow building webapprt against gtk3",21,0,,"Client Software",,"All","---",
1088568,"Theme","lubin.davidg@gmail.com","Remove reference to non-existing loop-call.png",12,0,,"Client Software",1008201,"All","---",
1099339,"General","luke@mozilla.com","Firefox Nightly 32-bit crashes on startup on Windows XP 64",28,0,,"Client Software",1091912,"x86_64","---","crash"
980910,"Developer Tools: Framework","lviknesh@gmail.com","Ensure devtools/framework/toolbox-process-window.xul is free of inline script",31,0,,"Client Software",960728,"x86_64","---",
1003546,"Developer Tools","lviknesh@gmail.com","Stop using function(){...}.bind(this) and use arrow functions",21,0,,"Client Software",,"x86","---",
1003888,"Toolbars and Customization","lviknesh@gmail.com","PanelUI.isReady() should be a getter, not a function.",14,0,,"Client Software",994712,"x86_64","---",
1005635,"Developer Tools: Framework","lviknesh@gmail.com","Remove reference to noise.png from browser/devtools/framework/connect/connect.css",15,0,,"Client Software",,"Other","---",
1027049,"General","lviknesh@gmail.com","Remove unused plugin infobar preferences",10,0,,"Client Software",,"All","---",
1027819,"Preferences","lviknesh@gmail.com","Replace the deprecated initEvent code with the CustomEvent constructor in browser/components/preferences/in-content/preferences.js",6,0,,"Client Software",754304,"All","---",
1037741,"Webapp Runtime","lviknesh@gmail.com","Remove import of the unused FileUtils.jsm from WebappRT.jsm",5,0,,"Client Software",,"All","---",
1039500,"Tabbed Browser","lviknesh@gmail.com","tabbrowser's _getTabForBrowser is very slow with lots of tabs",52,0,1078665,"Client Software","1029471, 1039506, 1080903, 1084158","All","---","dev-doc-complete, perf"
1059920,"Build Config","m@owca.info","(fx-l10n-sl) Add 'sl' to the Firefox Nightly build",5,0,,"Client Software",,"x86","---",
1098556,"Preferences","mak77@bonardo.net","Rename locbar.pre.label to reflect new location bar preferences structure",10,0,,"Client Software",530209,"All",36.3,"regression"
1101478,"General","mak77@bonardo.net","Remove the WindowsJumpLists.jsm depedency on hasHistoryEntries",13,0,,"Client Software","834541, 1090308, 1104918","All",36.3,
1105456,"Location Bar","mak77@bonardo.net","Temporarily disable Unified Complete due to regressions",5,0,1105772,"Client Software","995091, 1104985, 1105164, 1105244","All",37.1,
1013905,"Developer Tools","manishearth@gmail.com","Bind lazyRequireGetter correctly in Loader.jsm",3,0,,"Client Software",1004485,"All","---",
1015314,"Developer Tools: Console","manishearth@gmail.com","Change threshold for self-xss changes",28,0,994134,"Client Software",1046672,"All","---",
1017654,"Developer Tools","manishearth@gmail.com","Scam warning notification is confusing in a Scratchpad that's executing against a browser context",17,0,,"Client Software","994134, 1046672","All","---",
1028903,"Developer Tools: Scratchpad","manishearth@gmail.com","Improve anti-self-xss warning message",8,0,,"Client Software","971597, 994134, 1046672","All","---",
1046672,"Developer Tools: Console","manishearth@gmail.com","Restrict self-xss changes to Release/beta channels",9,0,"994134, 1015314, 1017654, 1028903","Client Software",,"x86_64","---",
977774,"Translation","mano@mozilla.com","Count the number of times a user opts out of Instant Translation",26,0,978158,"Client Software",,"All",33.2,
1018679,"Migration","mano@mozilla.com","History/Bookmarks migration from Safari fails if the corresponding Property List file uses 3-byte integers",13,0,738910,"Client Software",,"All",33.3,
1029363,"Translation","mano@mozilla.com","browser_translation_fhr.js fails if it runs on its own",8,0,,"Client Software",,"x86",33.3,
1067954,"Bookmarks & History","mano@mozilla.com","Async Places Transactions: Paste functionality",9,0,"1058566, 1059256","Client Software","984903, 1067956","All",35.2,
1067956,"Bookmarks & History","mano@mozilla.com","Async Places Transactions: Drop functionality",6,0,1067954,"Client Software",984903,"x86",35.2,
1070503,"Bookmarks & History","mano@mozilla.com","Async Places Transactions: Delete command implementation",9,0,,"Client Software",979280,"All",35.2,
1070690,"Bookmarks & History","mano@mozilla.com","Remove _setDetailsFieldsDisabledState and paneElementsBroadcaster",4,0,,"Client Software",,"All",35.2,
1085291,"Bookmarks & History","mano@mozilla.com","A bookmark node that is inserted by live-update code is missing bookmarkGuid value (was: Drag & drop bookmark from the toolbar to a folder not working)",24,0,1105208,"Client Software",1068671,"x86",37.1,"regression"
1066558,"Developer Tools: WebIDE","manu.jain13@gmail.com","Cant collapse a tree in web IDE, after expanding it",24,0,,"Client Software",,"x86_64","---",
1069980,"Developer Tools: Inspector","manu.jain13@gmail.com","[rule view] Adding a new css rule on an element with multiple classes doesn't work",18,0,,"Client Software",,"All","---",
1005370,"Webapp Runtime","mar.castelluccio@studenti.unina.it","Test that the webapp runtime automatically applies a prepared update",7,0,,"Client Software",910473,"All","---",
1009809,"Web Apps","mar.castelluccio@studenti.unina.it","Use ManifestHelper::biggestIconURL in the desktop app installer",16,0,,"Client Software",,"All","---",
1011465,"Web Apps","mar.castelluccio@studenti.unina.it","Cleanup toolkit/webapps tests",4,0,,"Client Software",,"All","---",
1022372,"Webapp Runtime","mar.castelluccio@studenti.unina.it","Listen for ""load"" instead of ""DOMContentLoaded"" in webapprt chrome tests",3,0,,"Client Software",,"All","---",
1027229,"Web Apps","mar.castelluccio@studenti.unina.it","Use the non-localized name to install apps",7,0,1035189,"Client Software",,"All","---",
1027940,"Web Apps","mar.castelluccio@studenti.unina.it","Disable toolkit/webapps tests on Mac 10.6 using manifests",3,0,,"Client Software",,"All","---",
1029674,"Webapp Runtime","mar.castelluccio@studenti.unina.it","Marketplace packaged app shows white screen of sorrow on launch",12,0,,"Client Software",,"x86","---",
1036648,"Webapp Runtime","mar.castelluccio@studenti.unina.it","WebappOSUtils.uninstall resolves promise after failing to move app to Trash",5,0,,"Client Software",,"x86","---",
1036717,"Webapp Runtime","mar.castelluccio@studenti.unina.it","Test webapp runtime update service",8,0,,"Client Software",,"All","---",
1036751,"Webapp Runtime","mar.castelluccio@studenti.unina.it","Test webapp runtime executable update",7,0,1058109,"Client Software",,"All","---",
1075189,"Webapp Runtime","mar.castelluccio@studenti.unina.it","""ReferenceError: Task is not defined"" when installing an app from another app",9,0,,"Client Software",1078777,"x86","---","regression"
1084419,"Toolbars and Customization","marc.bizal@gmail.com","Share button tooltip shouldn't use title capitalization",8,0,,"Client Software","1014332, 1088257","All","---",
251903,"General","martijn.martijn@gmail.com","autoscroll does not function as expected when in an iframe",61,6,1049786,"Client Software","212273, 241197","x86","---",
